project	subproject	id	SampleName	sample	library	SubprojectId	material	aliquot	flowcell	lane	index	libraryPassFail	LanePassFail	libApplication	Kit	Organism	Sex	pedigree	cohort	GenomeRef	SplitIndexcohort	SubprojectCov	motherId	fatherId	library__gbs_index__multiplex_index_name	readLength	sampleStatus	mappingVersion	mapperName	mapperVersion
BCLLATLAS	BCLLATLAS_29	167858	365_07	AR0249	AR0249	4159	Cells in lysis buffer	None	HMFWTDRXX	1	SI-GA-H2	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_29	167858	365_07	AR0249	AR0249	4159	Cells in lysis buffer	None	HMFWTDRXX	2	SI-GA-H2	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_29	167859	05_662	AR0250	AR0250	4159	Cells in lysis buffer	None	HMFWTDRXX	1	SI-GA-H3	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_29	167859	05_662	AR0250	AR0250	4159	Cells in lysis buffer	None	HMFWTDRXX	2	SI-GA-H3	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_29	167860	00_30	AR0251	AR0251	4159	Cells in lysis buffer	None	HMFWTDRXX	1	SI-GA-H4	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_29	167860	00_30	AR0251	AR0251	4159	Cells in lysis buffer	None	HMFWTDRXX	2	SI-GA-H4	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_29	167861	15-194	AR0252	AR0252	4159	Cells in lysis buffer	None	HMFWTDRXX	1	SI-GA-H5	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_29	167861	15-194	AR0252	AR0252	4159	Cells in lysis buffer	None	HMFWTDRXX	2	SI-GA-H5	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_29	167862	04-67	AR0253	AR0253	4159	Cells in lysis buffer	None	HMFWTDRXX	1	SI-GA-H6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
BCLLATLAS	BCLLATLAS_29	167862	04-67	AR0253	AR0253	4159	Cells in lysis buffer	None	HMFWTDRXX	2	SI-GA-H6	pass	pass	Single cell RNA-seq	None	Homo sapiens	0	None	None	None	split	200.000	None	None	None	1 * 28 +8+89	Unaffected	None	None	None
